446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,380,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0
0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,8,411,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,321,63,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,423,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369
